,images/img1.jpg,0.032319,2.439693,3.865132,3.459430,pitch,pitch
,images/img10.jpg,0.039638,4.418860,7.922149,1.880482,pitch,pitch
,images/img19.jpg,0.033566,2.867325,4.714912,3.604715,pitch,pitch
,images/img28.jpg,0.059512,6.814693,3.437500,8.440241,pitch,pitch
,images/img37.jpg,0.066831,4.078947,2.757675,11.277412,pitch,pitch
,images/img46.jpg,0.030880,2.993421,1.414474,4.067982,pitch,pitch
,images/img55.jpg,0.048013,8.837719,0.466009,8.105811,pitch,pitch
,images/img64.jpg,0.063583,8.887061,3.470395,8.094846,pitch,pitch
,images/img73.jpg,0.057717,7.658991,4.703947,7.765899,pitch,pitch
,images/img82.jpg,0.047368,7.187500,9.298246,1.995614,pitch,pitch
,images/img91.jpg,0.050439,5.712719,6.370614,4.059759,pitch,pitch
,images/img100.jpg,0.048177,3.580044,2.187500,6.740680,pitch,pitch
,images/img109.jpg,0.048451,3.612939,4.089912,6.359649,pitch,pitch
,images/img118.jpg,0.028564,6.452851,2.560307,1.959978,pitch,pitch
,images/img127.jpg,0.027248,3.212719,4.287281,2.039474,pitch,pitch
,images/img136.jpg,0.029592,3.426535,4.155702,2.146382,pitch,pitch
,images/img145.jpg,0.539350,4.725877,74.221491,24.588816,pitch,pitch
,images/img154.jpg,0.504934,5.630482,70.487939,19.547697,pitch,pitch
,images/img163.jpg,0.495532,4.216009,68.585526,18.199013,pitch,pitch
,images/img172.jpg,0.502878,4.396930,73.097588,17.543860,pitch,pitch
,images/img181.jpg,0.504633,3.985746,74.857456,17.609649,pitch,pitch
,images/img190.jpg,0.509224,3.689693,90.482456,23.815789,pitch,pitch
,images/img199.jpg,0.515529,4.868421,88.267544,19.479167,pitch,pitch
,images/img208.jpg,0.545765,2.406798,90.005482,26.532346,pitch,pitch
,images/img217.jpg,0.563048,1.754386,89.490132,30.457785,pitch,pitch
,images/img226.jpg,0.572793,1.710526,90.822368,31.148575,pitch,pitch
,images/img235.jpg,0.573218,1.672149,93.097588,24.295504,pitch,pitch
,images/img244.jpg,0.561856,2.028509,88.059211,30.896382,pitch,pitch
,images/img253.jpg,0.556785,85.597588,84.676535,28.536184,pitch,pitch
,images/img262.jpg,0.104413,17.615132,5.257675,8.728070,boundary,boundary
,images/img271.jpg,0.075740,13.097588,3.684211,8.777412,pitch,pitch
,images/img280.jpg,0.056072,11.178728,0.131579,5.504386,boundary,boundary
,images/img289.jpg,0.032621,6.836623,8.316886,3.029057,pitch,pitch
,images/img298.jpg,0.032566,5.964912,1.661184,4.462719,pitch,pitch
,images/img307.jpg,0.048958,13.256579,1.151316,3.991228,boundary,boundary
,images/img316.jpg,0.046491,7.593202,4.024123,3.508772,pitch,pitch
,images/img325.jpg,0.027563,3.777412,2.697368,2.349232,pitch,pitch
,images/img334.jpg,0.062884,6.255482,0.707237,9.191338,pitch,pitch
,images/img343.jpg,0.072876,3.410088,5.312500,10.430373,pitch,pitch
,images/img352.jpg,0.054454,3.782895,3.711623,8.100329,pitch,pitch
,images/img361.jpg,0.051960,4.155702,2.637061,8.253838,pitch,pitch
,images/img370.jpg,0.058333,7.094298,2.362939,6.932566,pitch,pitch
,images/img379.jpg,0.071025,13.283991,3.037281,8.747259,boundary,boundary
,images/img388.jpg,0.070326,12.587719,3.037281,10.833333,pitch,pitch
,images/img397.jpg,0.047122,5.032895,1.518640,8.226425,pitch,pitch
,images/img406.jpg,0.026494,2.308114,5.542763,3.601974,pitch,pitch
,images/img415.jpg,0.039460,2.489035,0.559211,6.461075,pitch,pitch
,images/img424.jpg,0.033607,6.151316,0.597588,10.871711,pitch,pitch
,images/img433.jpg,0.066160,9.446272,8.464912,8.382675,pitch,pitch
,images/img442.jpg,0.039254,2.192982,1.951754,6.663925,pitch,pitch
,images/img451.jpg,0.036198,2.088816,4.358553,7.110746,pitch,pitch
,images/img460.jpg,0.033895,1.973684,2.609649,8.464912,pitch,pitch
,images/img469.jpg,0.034060,1.524123,5.476974,7.349232,pitch,pitch
,images/img478.jpg,0.033978,1.535088,3.678728,6.877741,pitch,pitch
,images/img487.jpg,0.039515,1.617325,4.506579,9.635417,pitch,pitch
,images/img496.jpg,0.049411,12.406798,1.803728,7.993421,boundary,boundary
,images/img505.jpg,0.046793,3.892544,0.888158,7.998904,pitch,pitch
,images/img514.jpg,0.040036,44.917763,0.476974,9.309211,boundary,boundary
,images/img523.jpg,0.038240,3.591009,1.244518,5.858004,pitch,pitch
,images/img532.jpg,0.034855,44.018640,3.108553,5.641447,boundary,boundary
,images/img541.jpg,0.028632,31.595395,3.179825,3.097588,boundary,boundary
,images/img550.jpg,0.010047,41.759868,23.251096,0.825110,boundary,boundary
,images/img559.jpg,0.016228,51.918860,24.402412,0.537281,boundary,boundary
,images/img568.jpg,0.030044,3.898026,49.111842,0.657895,pitch,pitch
,images/img577.jpg,0.020121,0.838816,1.611842,37.754934,pitch,pitch
,images/img586.jpg,0.577769,49.407895,59.380482,69.745066,long,long
,images/img595.jpg,0.044161,49.473684,3.459430,69.555921,boundary,boundary
,images/img604.jpg,0.059389,35.126096,2.883772,69.320175,boundary,boundary
,images/img613.jpg,0.061595,22.549342,3.733553,69.780702,boundary,boundary
,images/img622.jpg,0.056785,20.778509,1.589912,70.106908,boundary,boundary
,images/img631.jpg,0.293065,15.285088,1.255482,14.300987,boundary,boundary
,images/img640.jpg,0.079400,6.836623,8.042763,8.933662,pitch,pitch
,images/img649.jpg,0.078002,6.820175,9.846491,7.834430,pitch,pitch
,images/img658.jpg,0.083566,14.100877,45.367325,7.941338,pitch,pitch
,images/img667.jpg,0.075027,58.508772,9.643640,6.403509,boundary,boundary
,images/img676.jpg,0.077289,50.115132,9.347588,7.475329,boundary,boundary
,images/img685.jpg,0.076987,51.145833,8.086623,7.612390,boundary,boundary
,images/img694.jpg,0.080524,53.108553,11.370614,8.412829,boundary,boundary
,images/img703.jpg,0.072697,14.802632,9.062500,7.371162,pitch,pitch
,images/img712.jpg,0.090831,57.357456,14.314693,7.217654,boundary,boundary
,images/img721.jpg,0.057621,17.061404,2.412281,6.913377,boundary,boundary
,images/img730.jpg,0.084169,22.845395,4.155702,9.936952,boundary,boundary
,images/img739.jpg,0.067475,15.296053,7.236842,5.013706,pitch,pitch
,images/img748.jpg,0.046656,14.276316,9.462719,2.110746,pitch,pitch
,images/img757.jpg,0.039899,20.493421,3.760965,2.834430,boundary,boundary
,images/img766.jpg,0.042722,7.642544,0.487939,4.594298,pitch,pitch
,images/img775.jpg,0.072300,16.074561,4.457237,5.498904,boundary,boundary
,images/img784.jpg,0.086952,26.244518,0.619518,7.839912,boundary,boundary
,images/img793.jpg,0.066941,27.012061,0.098684,12.245066,boundary,boundary
,images/img802.jpg,0.081250,16.370614,14.128289,9.122807,pitch,pitch
,images/img811.jpg,0.027673,3.245614,0.394737,4.906798,pitch,pitch
,images/img820.jpg,0.135814,9.638158,12.330044,13.053728,pitch,pitch
,images/img829.jpg,0.132593,16.014254,37.955044,9.531250,pitch,pitch
,images/img838.jpg,0.080099,13.777412,15.904605,4.797149,pitch,pitch
,images/img847.jpg,0.087349,14.391447,12.006579,5.841557,pitch,pitch
,images/img856.jpg,0.106099,41.195175,21.759868,21.069079,boundary,boundary
,images/img865.jpg,0.086938,71.853070,85.997807,6.099232,pitch,pitch
,images/img874.jpg,0.269819,3.300439,44.073465,13.434759,pitch,pitch
,images/img883.jpg,0.208484,12.916667,51.343202,8.689693,pitch,pitch
,images/img892.jpg,0.158923,47.812500,21.557018,19.528509,boundary,boundary
,images/img901.jpg,0.107415,49.320175,11.266447,14.898575,boundary,boundary
,images/img910.jpg,0.091817,15.054825,12.105263,7.044956,pitch,pitch
,images/img919.jpg,0.088665,11.743421,8.623904,6.839364,pitch,pitch
,images/img928.jpg,0.078646,7.055921,13.108553,7.417763,pitch,pitch
,images/img937.jpg,0.089296,1.167763,13.273026,8.399123,pitch,pitch
,images/img946.jpg,0.079797,2.297149,6.573465,10.285088,pitch,pitch
,images/img955.jpg,0.061815,3.305921,10.071272,8.097588,pitch,pitch
,images/img964.jpg,0.064076,3.009868,11.781798,7.450658,pitch,pitch
,images/img973.jpg,0.064816,2.686404,13.607456,6.526864,pitch,pitch
,images/img982.jpg,0.066187,3.289474,28.607456,7.667215,pitch,pitch
,images/img991.jpg,0.062034,3.371711,7.182018,6.910636,pitch,pitch
,images/img1000.jpg,0.057415,1.524123,17.478070,3.744518,pitch,pitch
,images/img1009.jpg,0.043544,42.938596,3.333333,6.965461,boundary,boundary
,images/img1018.jpg,0.073232,22.319079,7.987939,9.553180,boundary,boundary
,images/img1027.jpg,0.084690,40.257675,5.307018,9.470943,boundary,boundary
,images/img1036.jpg,0.081785,43.207237,3.601974,8.947368,boundary,boundary
